Datasets/Real_Handwriting/images/form_001_sentence_1.png,Ar studentai piešia?
Datasets/Real_Handwriting/images/form_001_sentence_2.png,Vaikai piešia receptą.
Datasets/Real_Handwriting/images/form_001_sentence_3.png,Ji juokiasi daržoves ligoninėje.
Datasets/Real_Handwriting/images/form_001_sentence_4.png,Vyrai nemėgsta dainuoti.
Datasets/Real_Handwriting/images/form_001_sentence_5.png,Šiandien šuo žaidžia blogai.
Datasets/Real_Handwriting/images/form_002_sentence_1.png,Šiandien ji šypsosi ramiai.
Datasets/Real_Handwriting/images/form_002_sentence_2.png,Moteris mąsto egzaminą.
Datasets/Real_Handwriting/images/form_002_sentence_3.png,Vaikai verkia knygą stadione.
Datasets/Real_Handwriting/images/form_002_sentence_4.png,Draugas nemėgsta keliauti receptą.
Datasets/Real_Handwriting/images/form_002_sentence_5.png,Vakar vaikas bėga paveikslą.
Datasets/Real_Handwriting/images/form_003_sentence_1.png,Šiandien šuo kalba namus.
Datasets/Real_Handwriting/images/form_003_sentence_2.png,Mergaitė labai atidžiai verkia.
Datasets/Real_Handwriting/images/form_003_sentence_3.png,Ramiai vaikas miega darbą.
Datasets/Real_Handwriting/images/form_003_sentence_4.png,Mergaitė nori žaisti.
Datasets/Real_Handwriting/images/form_003_sentence_5.png,Moterys stengiasi skaityti.
Datasets/Real_Handwriting/images/form_005_sentence_1.png,Gydytojas tvarkosi paveikslą.
Datasets/Real_Handwriting/images/form_005_sentence_2.png,Jūs miega dainą ligoninėje.
Datasets/Real_Handwriting/images/form_005_sentence_3.png,Draugas keliauoja ir keliauoja.
Datasets/Real_Handwriting/images/form_005_sentence_4.png,Paukštis dainuoja filmą.
Datasets/Real_Handwriting/images/form_005_sentence_5.png,Moterys galvoja ir galvoja.
Datasets/Real_Handwriting/images/form_006_sentence_1.png,Katė skaito ir skaito.
Datasets/Real_Handwriting/images/form_006_sentence_2.png,Vyras verkia miške ir darbe.
Datasets/Real_Handwriting/images/form_006_sentence_3.png,Katė labai garsiai miega.
Datasets/Real_Handwriting/images/form_006_sentence_4.png,Tu nemėgsta skubėti.
Datasets/Real_Handwriting/images/form_006_sentence_5.png,Moterys miega prie ežero.
Datasets/Real_Handwriting/images/form_007_sentence_1.png,Mielai tu mąsto istoriją.
Datasets/Real_Handwriting/images/form_007_sentence_2.png,Mergaitės skuba ir skuba.
Datasets/Real_Handwriting/images/form_007_sentence_3.png,Tu mąsto sode ir darbe.
Datasets/Real_Handwriting/images/form_007_sentence_4.png,Ar draugas rašo?
Datasets/Real_Handwriting/images/form_007_sentence_5.png,Labai tu kalba receptą.
Datasets/Real_Handwriting/images/form_008_sentence_1.png,Studentas galvoja projektą.
Datasets/Real_Handwriting/images/form_008_sentence_2.png,Paukštis mokosi receptą.
Datasets/Real_Handwriting/images/form_008_sentence_3.png,Ar aš šoka?
Datasets/Real_Handwriting/images/form_008_sentence_4.png,Jūs valgo laišką kalnuose.
Datasets/Real_Handwriting/images/form_008_sentence_5.png,Katė mokosi paveikslą sode.
Datasets/Real_Handwriting/images/form_009_sentence_1.png,Šuo keliauoja ir keliauoja.
Datasets/Real_Handwriting/images/form_009_sentence_2.png,Gydytojai nori keliauti dainą.
Datasets/Real_Handwriting/images/form_009_sentence_3.png,Mokytojai verkia paveikslą.
Datasets/Real_Handwriting/images/form_009_sentence_4.png,Moteris mėgsta tvarkytis daržoves.
Datasets/Real_Handwriting/images/form_009_sentence_5.png,Draugai rašo parke ir stotyje.
Datasets/Real_Handwriting/images/form_010_sentence_1.png,Vyras šoka dainą.
Datasets/Real_Handwriting/images/form_010_sentence_2.png,Šiandien vaikai ilsisi greitai.
Datasets/Real_Handwriting/images/form_010_sentence_3.png,Studentai labai greitai valgo.
Datasets/Real_Handwriting/images/form_010_sentence_4.png,Moteris retai bėga.
Datasets/Real_Handwriting/images/form_010_sentence_5.png,Mergaitė žaidžia mieste ir ligoninėje.
Datasets/Real_Handwriting/images/form_011_sentence_1.png,Šuo žiūri darbą.
Datasets/Real_Handwriting/images/form_011_sentence_2.png,Vaikas bijo bėgti muziką.
Datasets/Real_Handwriting/images/form_011_sentence_3.png,Šuo šoka sode ir prie ežero.
Datasets/Real_Handwriting/images/form_011_sentence_4.png,Mokytojas skuba miške ir paplūdimyje.
Datasets/Real_Handwriting/images/form_011_sentence_5.png,Niekada mokytojas žiūri istoriją.
Datasets/Real_Handwriting/images/form_012_sentence_1.png,Vaikai ilsisi ir ilsisi.
Datasets/Real_Handwriting/images/form_012_sentence_2.png,Jos miega pamoką.
Datasets/Real_Handwriting/images/form_012_sentence_3.png,Šuo mėgsta keliauti.
Datasets/Real_Handwriting/images/form_012_sentence_4.png,Vaikai skaito ir skaito.
Datasets/Real_Handwriting/images/form_012_sentence_5.png,Šiandien mokytojas miega atidžiai.
Datasets/Real_Handwriting/images/form_013_sentence_1.png,Šuo valgo projektą.
Datasets/Real_Handwriting/images/form_013_sentence_2.png,Katė piešia ir piešia.
Datasets/Real_Handwriting/images/form_013_sentence_3.png,Jie miega paveikslą.
Datasets/Real_Handwriting/images/form_013_sentence_4.png,Gydytojai pradeda miegoti vaisius.
Datasets/Real_Handwriting/images/form_013_sentence_5.png,Vyras keliauoja filmą.
Datasets/Real_Handwriting/images/form_014_sentence_1.png,Ji miega dainą mokykloje.
Datasets/Real_Handwriting/images/form_014_sentence_2.png,Jūs niekada ilsisi.
Datasets/Real_Handwriting/images/form_014_sentence_3.png,Ar ji tvarkosi?
Datasets/Real_Handwriting/images/form_014_sentence_4.png,Šuo klauso knygą.
Datasets/Real_Handwriting/images/form_014_sentence_5.png,Gydytojas lėtai verkia.
Datasets/Real_Handwriting/images/form_015_sentence_1.png,Jis ramiai rašo.
Datasets/Real_Handwriting/images/form_015_sentence_2.png,Jis labai niekada sportuoja.
Datasets/Real_Handwriting/images/form_015_sentence_3.png,Šiandien mergaitė tvarkosi kruopščiai.
Datasets/Real_Handwriting/images/form_015_sentence_4.png,Vyrai šoka filmą kaime.
Datasets/Real_Handwriting/images/form_015_sentence_5.png,Mes mielai mokosi.
Datasets/Real_Handwriting/images/form_016_sentence_1.png,Šiandien studentai galvoja greitai.
Datasets/Real_Handwriting/images/form_016_sentence_2.png,Vyrai galvoja maistą stotyje.
Datasets/Real_Handwriting/images/form_016_sentence_3.png,Jūs skuba žemėlapį ligoninėje.
Datasets/Real_Handwriting/images/form_016_sentence_4.png,Studentas pradeda miegoti kavą.
Datasets/Real_Handwriting/images/form_016_sentence_5.png,Jis mokosi prie ežero.
Datasets/Real_Handwriting/images/form_017_sentence_1.png,Rytoj vyrai geria istoriją.
Datasets/Real_Handwriting/images/form_017_sentence_2.png,Šiandien vaikas mąsto dažnai.
Datasets/Real_Handwriting/images/form_017_sentence_3.png,Vaikai pradeda skubėti.
Datasets/Real_Handwriting/images/form_017_sentence_4.png,Mokytojai skaito ir skaito.
Datasets/Real_Handwriting/images/form_017_sentence_5.png,Šiandien moterys eina labai.
